node_id,node_attr
64,"Operation: Consumo De Água E Melhoria Da Qualidade Da Água"
65,"Operation_type: Tipologia De Operação 8512"
66,"Operation: Qualidade Dos Alimentos, Segurança E Higiene"
67,"Operation_type: Tipologia De Operação 8546"
68,"Operation: Atividades De Comercialização"
69,"Operation_type: Tipologia De Operação 8513"
70,"Operation: Investimentos Nas Condições De Trabalho"
71,"Fund: Dotação Fundo 770 000 €"
72,"Fund: Taxa Máxima 100%"
73,"Fund: Dotação Nacional 330 000 €"
74,"Fund_source: Fonte De Financiamento Orçamento De Investimento"
75,"Fund: Dotação Global 770 000 €"
76,"Legislation: Legislação Portaria N.º 559/2023, De 25 De Julho"
77,"Regulation: Política Pública Regulada Pela Política De Pescas E Política Marítima Da Ue"
78,"Eligible_action: Ações Elegíveis Investimentos Produtivos E Ações De Descarbonização Do Uso De Energias"
79,"Concept: Renováveis E A Eficiência Energética"
80,"Concept: Economia Circular"
81,"Concept: Digitalização"
82,"Concept: Internacionalização"
83,"Concept: Espécies No Mercado"
84,"Concept: Valor Do Pescado"
85,"Concept: Subprodutos Das Atividades De Transformação"
86,"Concept: Produtos Da Aquicultura"
87,"Person: Empresas"
88,"Person: Universidades"
89,"Person: Centros De Investigação"
90,"Concept: Energias Renováveis"
91,"Concept: Desempenho Energético"
92,"Concept: Recursos Hídricos"
93,"Concept: Embalagens Biológicas"
94,"Concept: Embalagens Biodegradáveis"
95,"Concept: Embalagens Recicláveis"
96,"Concept: Redução De Papel E Plástico"
97,"Concept: Redução De Desperdício De Alimentos"
98,"Person: Start-Ups"
99,"Person: Spin-Offs"
100,"Concept: Certificação De Produtos De Pesca E Aquicultura Sustentáveis"
101,"Concept: Marcas E Patentes"
102,"Concept: Redução Do Impacto Ambiental"
103,"Concept: Estratégias De Comercialização E Internacionalização"
104,"Concept: Ações Promocionais E De Desenvolvimento De Produto"
105,"Concept: Inovação De Marketing"
106,"Concept: Mudanças No Design, Embalagem, Promoção E Distribuição Do Produto"
107,"Concept: Diversificação Do Consumo"
108,"Concept: Transformação De Espécies Mais Abundantes E De Menor Valor Comercial"
109,"Concept: Circuitos Curtos De Distribuição E Comercialização"
110,"Person:  Pme"
111,"Concept: Fabricação De Refeições E Pratos Pré-Cozinhados, Se Relativa A Produtos Da Pesca E Da Aquicultura"
112,"Concept: 10950"
113,"Person: Beneficiaries"
114,"Concept: Financialindicators"
115,"Concept: Balancesheets"
116,"Concept: Financialstatements"
117,"Person: Accountant"
118,"Concept: Decretolei2023"
119,"Concept: Portaria559_2023"
120,"Concept: Analysisstrategic"
121,"Concept: Companydiagnosis"
122,"Concept: Investment"
123,"Amount: Investment1"
124,"Amount: Investmentmax"
125,"Amount: Investmentnutsii_Algarve"
126,"Concept: Financialviabilitystudy"
127,"Concept: Financialsources"
128,"Concept: Bankloan"
129,"Concept: Selfcapital"
130,"Amount: Selfcapitalamount"
131,"Concept: Newcapitalentries"
132,"Concept: Marketperspectives"
133,"Concept: Marketreport"
134,"Concept: Companyhistory"
135,"Concept: Projectprojections"
136,"Concept: Accountinginformation"
137,"Date: Latestendofperiod"
138,"Concept: Recentinformation"
139,"Person: Financialstatementscertifier"
140,"Person: Copromotionentities"
141,"Amount: Investmentvalue"
142,"Person: Candidaturas"
143,"Concept: Duração Das Operações"
144,"Concept: Uma Por Operador Económico"
145,"Concept: 2 Anos"
146,"Concept: Financiamento Da Operação"
147,"Concept: Taxa De Apoio Público"
148,"Person: Projetos Em Copromoção"
149,"Concept: Produtos Inovadores"
150,"Concept: Processos Inovadores"
151,"Concept: Equipamentos Inovadores"
152,"Person: Empresa"
153,"Person: Organismo Público"
154,"Concept: Despesas Elegíveis"
155,"Person: Beneficiário"
156,"Concept: Legislação Em Vigor"
157,"Legislation: Regulamento (Ue) 2021/1060"
158,"Legislation: Decreto-Lei Nº 20-A/2023"
159,"Legislation: Regulamento Geral De Isenção De Categoria"
160,"Legislation: Auxílio De Minimis"
161,"Legislation: Notificação À Comissão Europeia"
162,"Legislation: Serviço De Interesse Económico Geral"
163,"Legislation: Excecionado Ao Abrigo Do Disposto No N.º 2 Do Art.º 10º Regulamento (Ue) N.º 1139/2021"
164,"Support: Subvenção"
165,"Support: Custos Reais"
166,"Support: Custos Unitários"
167,"Concept: Programa"
168,"Date: Data Da Decisão"
169,"Concept: Nacional"
170,"Organization: Deliberação Cic"
171,"Support: Montantes Fixos"
172,"Support: Taxa Fixa"
173,"Legislation: Artigo 56.º Rdc"
174,"Support: Financiamento Não Associado A Custos"
175,"Support: Instrumento Financeiro"
176,"Concept: Despesas Relacionadas Com A Atividade Apoiada"
177,"Legislation: Artigo 20.º Do Decreto-Lei N.º 20-A/2023"
178,"Legislation: Artigo 8.º Da Portaria N.º 559/2023"
179,"Concept: Construção, Modernização Ou Adaptação De Edifícios E Instalações"
180,"Concept: Aquisição De Edifícios Ou Instalações"
181,"Concept: Vedações E Preparação De Terrenos"
182,"Concept: Sistemas E Equipamentos Ao Processo De Preparação, Transformação, Tratamento"
183,"Basic: Conservação, Acondicionamento E Embalagem, Armazenagem, Comercialização, Rastreabilidade E Rotulagem De Produtos Da Pesca E Da Aquicultura"
184,"Basic: Equipamentos E Meios Para Movimentação Interna E Pesagem"
185,"Basic: Sistemas E Equipamentos Para O Fabrico E Silagem De Gelo, Destinado Ao Uso Exclusivo Da Atividade Do Estabelecimento"
186,"Basic: Sistemas E Equipamentos Destinados À Verificação, Controlo E Certificação Da Qualidade E Rastreabilidade Dos Produtos Da Pesca E Da Aquicultura"
187,"Basic: Sistemas Ou Equipamentos Destinados Ao Armazenamento, Transformação E Comercialização De Subprodutos E De Desperdícios Dos Produtos Da Pesca E Da Aquicultura"
188,"Basic: Sistemas Ou Equipamentos Para Deteção Ou Extração De Substâncias Perigosas Para A Saúde, Da Farinha De Peixe Ou Do Óleo De Peixe"
189,"Basic: Sistemas E Equipamentos De Sinalização, Segurança, Deteção E Combate A Incêndios, Gestão Informatizada Da Atividade Produtiva, Bem Como Equipamento Telemático"
190,"Basic: Sistemas E Equipamentos De Redes De Água Salubre, Saneamento, Comunicações, Eletricidade E Combustíveis"
191,"Basic: Automatização De Sistemas Ou Equipamentos Já Existentes No Estabelecimento, Ou Adoção De Aplicações Que Restrinjam A Utilização De Papel Ou De Plástico"
192,"Basic: Aquisição De Equipamentos E Sistemas Informáticos E Telemáticos, Incluindo A Adoção De Enterprise Resources Planning (Erp)"
193,"Basic: Construção De Estações De Pré-Tratamento De Águas Residuais (Eptar) Ou De Estações De Tratamento De Águas Residuais (Etar)"
194,"Basic: Despesas Relativas Ao Desenvolvimento De Aplicações Dirigidas À Realização De Vendas On-Line"
195,"Basic: Construção De Novos Estabelecimentos Produtivos, Instalações E Equipamentos Sociais"
196,"Basic: Aquisição De Veículos Aprovados E Certificados Sob O Acordo Internacional De Transporte De Produtos Perecíveis Sob Temperatura Dirigida, E De Veículos Comerciais Ligeiros De Emissões Nulas"
197,"Basic: Conceção E Registo De Marcas Incluindo Criação De Marcas Próprias, Melhoria De Design Na Embalagem Dos Produtos"
198,"Basic: Aquisição De Equipamentos Ou Sistemas Para Acondicionamento E Embalagem"
199,"Basic: Despesas De Auditoria E Consultoria Especializada, De Consultoria E Elaboração Ou De Acompanhamento Da Candidatura, A Fiscalização De Obras"
200,"Document: Portaria N.º 782/2009"
201,"Organization: Micro Ou Pequena Empresa"
202,"Educationalqualification: Licenciatura"
203,"Person: Beneficiário Parceiro"
204,"Cost: Custo Com Contratação De Quadros Técnicos"
205,"Cost: Despesas Com Formação Profissional"
206,"Role: Pessoal"
207,"Document: Relação Dos Trabalhadores"
208,"Cost: Remuneração Base"
209,"Cost: Subsídio De Férias"
210,"Cost: Subsídio De Natal"
211,"Cost: Subsídio De Refeição"
212,"Cost: Contribuições Obrigatórias"
213,"Cost: Tarifa Horária"
214,"Time: Anos Civis Anteriores"
215,"Time: Ano De Pedido De Apoio"
216,"Salary: Salário Base De 1.600 €"
217,"Concept: Criação Líquida De Postos De Trabalho"
218,"Person: Trabalhadores"
219,"Organization: Entidade Beneficiária"
220,"Concept: Contrato De Trabalho Escrito"
221,"Person: Trabalhadores A Contratar"
222,"Organization: Entidades Parceiras"
223,"Position: Postos De Trabalho De Gerentes, Administradores, E Sócios"
224,"Concept: Despesas Relativas A Aquisição De Veículos"
225,"Concept: Despesas Relativas A Auditoria E Consultoria Especializada"
226,"Concept: Despesas Realizadas Em Operações Em Co-Promoção"
227,"‘tipologia de operacao’: 8503"
228,"‘tipologia de operacao’: 8504"
229,"‘tipologia de operacao’: 8515"
230,"‘tipologia de operacao’: 8517"
231,"‘tipologia de operacao’: 8518"
232,"‘tipologia de operacao’: 8519"
233,"‘tipologia de operacao’: 8510"
234,"‘tipologia de operacao’: 8548"
235,"‘tipologia de operacao’: 8512"
236,"‘tipologia de operacao’: 8546"
237,"‘tipologia de operacao’: 8513"
238,"‘indicador’: Co01"
239,"‘indicador’: Operacoes Aprovadas"
240,"‘indicador’: Inovações Possibilitadas"
241,"Basic: Investimentos_De_Apoio_Ao_Desenvolvimento_De_Empresas"
242,"Basic: Desenvolvimento_Da_Inovacao_Comercial"
243,"Basic: Desenvolvimento_Da_Inovacao_De_Processos"
244,"Basic: Desenvolvimento_Da_Inovacao_Do_Produto"
245,"Basic: Utilizacao_De_Capturas_Indesejadas"
246,"Basic: Consumo_De_Agua_E_Melhoria_Da_Qualidade_Da_Agua"
247,"Basic: Qualidade_Dos_Alimentos_Segurança_E_Higiene"
248,"Basic: Atividades_De_Comercializacao"
249,"Basic: Investimentos_Nas_Condicoes_De_Trabalho"
250,"Basic: Entidades_Que_Melhoram_A_Eficiencia_Dos_Recursos_Na_Producao_E_Ou_Na_Transformacao"
251,"Basic: Empresas_Com_Volume_De_Negocios_Mais_Elevado"
252,"Basic: Investimento_Na_Reducao_Do_Consumo_De_Energia_E_Na_Eficiencia_Energetica"
253,"Basic: Investimento_Em_Sistemas_De_Energias_Renovaveis"
254,"Simplenode: Consumo De Energia Por Tonelada Produzida Antes Do Investimento"
255,"Simplenode: Consumo De Energia Por Tonelada Produzida Após O Investimento"
256,"Simplenode: Investimento"
257,"Simplenode: Candidatura"
258,"Simplenode: Metodologia De Cálculo"
259,"Simplenode: Indicadores De Resultados Do Projeto"
260,"Simplenode: Objetivos E Resultados Aprovados"
261,"Simplenode: Reducao Do Apoio Público"
262,"Simplenode: Penalizações"
263,"Simplenode: Percentual De Cumprimento"
264,"Simplenode: Objetivos Essenciais Do Financiamento"
265,"Simplenode: Revogação Do Apoio"
266,"Simplenode: Autoavaliação De Realizações E Resultados"
267,"Simplenode: Regras De Comunicação E Transparência Com Beneficiários"
268,"Concept: Tip"
269,"Concept: D Abertura"
270,"Concept: Descrição Da Operação Apoiada"
271,"Concept: Elementos Audiovisuais De Apoio"
272,"Concept: Equipamentos Ou Ações Imateriais"
273,"Concept: Emblemas Financiadores"
274,"Concept: Equipamento"
275,"Concept: Materiais Impressos"
276,"Concept: Custo Elegível Financiado"
277,"Concept: Vídeo"
278,"Concept: Duração Do Vídeo"
279,"Concept: Direitos De Autor"
280,"Concept: Autoridade De Gestão"
281,"Concept: Organização De Uma Atividade De Comunicação"
282,"Concept: Entidades Intervenientes"
283,"Person: Direção Regional De Pescas (Drp)"
284,"Person: Instituto De Financiamento Da Agricultura E Pescas, Ip"
285,"Concept: Processo De Admissão E Seleção"
286,"Concept: Apresentação"
287,"Concept: Online No Balcão Dos Fundos"
288,"Concept: Formulário De Candidatura"
289,"Concept: Anexo A"
290,"Concept: Critérios De Seleção"
291,"Concept: Avaliação Do Mérito Do Projeto"
292,"Concept: Fórmula De Pontuação"
293,"Concept: Pontuação Final (Mp)"
294,"Concept: Apreciação Técnica (At)"
295,"Concept: Apreciação Estratégica (Ae)"
296,"Concept: Taxa Interna De Rendibilidade (Tir)"
297,"Concept: Refi"
298,"Concept: Validade Financeira Da Tir"
299,"Concept: Efeitos Esperados Na Competitividade, Eficiência, Descarbonização, Economia"
300,"Concept: Pontuação Máxima 100 Pontos"
301,"Concept: Pontuação De Tir"
302,"Concept: Tabela De Pontuação Tir"
303,"Concept: Novo Ou Reformulação Da Candidatura"
304,"Concept: Dimensão Da Empresa"
305,"Concept: Start-Up Ou Spin-Off"
306,"Concept: Micro E Pequena Empresa"
307,"Concept: Média Empresa"
308,"Person: Média_Empresa"
309,"Person: Fundos_Europeus"
310,"Person: Projeto"
311,"Person: Parâmetros"
312,"Person: Competitividade_Da_Empresa"
313,"Person: Diversificação_Da_Oferta"
314,"Person: Criação_De_Produto"
315,"Person: Espécie_De_Peixe"
316,"Person: Melhoria_De_Produtos"
317,"Person: Gestão"
318,"Person: Formação_Profissional"
319,"Person: Condições_De_Trabalho"
320,"Person: Investimentos"
321,"Person: Reutilização_De_Desperdícios"
322,"Person: Redução_De_Impactes_Ambientais"
323,"Person: Eficiência_No_Uso_De_Recursos_Naturais"
324,"Person: Digitalização_Do_Processo"
325,"Person: Investimentos_Em_Energia_Renovável"
326,"Person: Segurança_Alimentar"
327,"Person: Capacidade_De_Produção"
328,"Person: Impacto_Em_Outras_Pme"
329,"Person: Valorização_De_Produtos_Da_Pesca"
330,"Person: Valorização_De_Produtos_Da_Aquicultura"
331,"Person: Dinamização_Das_Exportações"
332,"Person: Diversificação_Dos_Mercados_Internacionais"
333,"Concept: Mercado Internacional Ou Um País De Destino Que Não Integre A Lista Dos Principais Países De Destino Das Exportações Portuguesas"
334,"Concept: Diversificação Dos Mercados Internacionais De Destino"
335,"Organization: Relatório Anual Do Ine -  Estatísticas Da Pesca "
336,"Organization: Www.Ine.Pt/Xportal/Xmain?Xpid=Ine&Xpgid=Ine_Publicacoes&Publicacoestipo=Ea&Publicacoescoleccao=10 7656&Seltab=Tab0&Xlang=Pt"
337,"Organization: Autoridade De Gestão Do Programa"
338,"Organization: Comité De Acompanhamento Do Programa"
339,"Concept: Processo De Análise E Decisão"
340,"Organization: Feampa"
341,"Person: Coordenador Regional Da Madeira"
342,"Person: Candidato"
343,"Concept: Documentos Anexos"
344,"Concept: Decisão"
345,"Organization: Sistema De Informação Do Ifap, I.P."
346,"Concept: Balão"
347,"Website: Site Do Programa Mar 2030"
348,"Website: Site Do Portugal 2030"
349,"Person: Novo Termo De Aceitação"
350,"Concept: Elementos De Identificação Dos Beneficiários"
351,"Concept: Requisitos De Alteração"
352,"Concept: Montante Do Apoio Público"
353,"Concept: Taxa De Cofinanciamento"
354,"Concept: Fontes De Financiamento Europeu E Nacional"
355,"Concept: Indicadores De Realização E Resultado"
356,"Concept: Metas A Atingir"
357,"Concept: Documentos Necessários Para Candidatura"
358,"Concept: Medida Transformação De Produtos Da Pesca E Da Aquicultura No Domínio Dos Investimentos Produtivos"
359,"Concept: Análise Estratégica Da Empresa"
360,"Concept: Áreas De Competitividade Críticas"
361,"Concept: Situação Da Empresa"
362,"Concept: Opções De Investimento"
363,"Concept: Contrato Da Sociedade"
364,"Concept: Estados Modernos E Certidão Permanente"
365,"Concept: Memória Descritiva E Justificativa Da Operação"
366,"Concept: Documento Para Intervenções Em Terra"
367,"Concept: Propriedade Do Espaço"
368,"Concept: Contrato De Arrendamento"
369,"Concept: Autorização Da Entidade Pública"
370,"Concept: Número De Controlo Veterinário"
371,"Concept: Relatório De Comercialização Independente"
372,"Concept: Orçamentos E Catálogos"
373,"Concept: Viabilidade Financeira Do Projeto"
374,"Concept: Estudo De Viabilidade"
375,"Concept: Fontes De Financiamento"
376,"Concept: Capital Próprio"
377,"Concept: Capital Social"
378,"Concept: Suprimentos E Prestações Suplementares De Capital"
379,"Concept: Elementos De Financiamento"
380,"Concept: Situação Económico-Financeira Comprometida"
381,"Person: Portaria De 25 De Julho De 2023"
382,"Concept: Situação Económico-Financeira Equilibrada"
383,"Concept: Capitais Próprios"
384,"Concept: Custo Total Do Investimento"
385,"Concept: Balanços"
386,"Concept: Demonstrações De Resultados"
387,"Person: Contabilista Certificado"
388,"Concept: Copromoção"
389,"Concept: Custos Com Pessoal"
390,"Concept: Categoria Profissional/Perfil Funcional"
391,"Concept: Subsídios De Férias"
392,"Concept: Refeição"
393,"Concept: Contribuições Obrigatórias Patronais"
394,"Concept: Fundos Europeus Mais Próximos"
395,"Concept: Regulamento Feampa"
396,"Concept: Regulamento (Ue) 2021/1139"
397,"Concept: Regulamento Das Disposições Comuns"
398,"Concept: Decreto-Lei N.º 20-A/2023"

src,edge_attr,dst
1,"PUBLISHED_ON",2
1,"TITLE",3
1,"HAS_NATURE",4
1,"WITHIN_SCOPE",5
1,"APPROVED_ON",6
7,"SUPPORTS",8
9,"RELATES_TO",10
9,"RELATES_TO",11
9,"RELATES_TO",12
12,"BENEFICIARY",13
14,"REGULATES",15
15,"INCLUDES",16
15,"INCLUDES",17
15,"INCLUDES",18
15,"INCLUDES",19
15,"INCLUDES",20
15,"INCLUDES",21
22,"BENEFICIARY",23
22,"BENEFICIARY",24
22,"BENEFICIARY",25
22,"BENEFICIARY",26
27,"COVERS",28
29,"COFINANCING_RATE",30
31,"IMPLEMENTED_BY",32
33,"CONTACT",34
31,"AIMS_AT",38
38,"INCLUDES",39
31,"HAS_PRIORITY",41
41,"AIMS_AT",42
45,"RELATED_TO",46
45,"INCLUDES",47
45,"RELATED_TO",48
48,"INCLUDES",47
49,"PERTAINS_TO",50
51,"PERTAINS_TO",52
53,"PERTAINS_TO",54
55,"PERTAINS_TO",56
57,"PERTAINS_TO",58
59,"PERTAINS_TO",60
61,"PERTAINS_TO",62
63,"PERTAINS_TO",64
65,"PERTAINS_TO",66
67,"PERTAINS_TO",68
69,"PERTAINS_TO",70
29,"HAS_FUND",71
29,"HAS_TERM",72
29,"HAS_FUND",73
29,"FUNDS_SOURCE",74
29,"HAS_FUND",75
76,"AUTHORIZES",78
77,"IS_REGULATED_BY",76
82,"PROMOTE",103
111,"IS_RELATED_TO",112
113,"PROVIDES",114
114,"SHOWS",115
114,"SHOWS",116
116,"CERTIFIED",117
118,"REFERENCES",119
120,"IDENTIFIES",121
122,"EQUAL_OR_GREATER_THAN",123
122,"UPTO",124
122,"UPTO",125
126,"REQUIRES",126
127,"INCLUDES",128
129,"INCLUDES",130
129,"INCLUDES",131
132,"SHOWS",133
132,"BASES_ON",134
134,"INSPIRES",135
136,"DATES",137
136,"USES",138
136,"CERTIFIED_BY",139
140,"INVOLVES",141
146,"PROFESSOR",147
155,"PARTICIPATES_IN",155
155,"COMPLIES_WITH",156
176,"INCLUDES",179
176,"INCLUDES",180
176,"INCLUDES",181
176,"INCLUDES",182
183,"PROFESSOR",184
183,"PROFESSOR",185
183,"PROFESSOR",186
183,"PROFESSOR",187
183,"PROFESSOR",188
183,"PROFESSOR",189
183,"PROFESSOR",190
183,"PROFESSOR",191
183,"PROFESSOR",192
183,"PROFESSOR",193
183,"PROFESSOR",194
183,"PROFESSOR",195
183,"PROFESSOR",196
183,"PROFESSOR",197
183,"PROFESSOR",198
183,"PROFESSOR",199
155,"PARTNERSHIPS",203
155,"INCURS",204
204,"REQUIRES",202
205,"RELATES_TO",155
213,"CALCULATED_FROM",214
216,"REQUIRES",155
217,"INCREASES",155
218,"EMPLOYED_BY",219
218,"BASED_ON",220
221,"CONTRACTED_BY",219
221,"CONTRACTED_WITH",222
223,"NOT_ASSOCIATED_WITH",219
227,"IMPLIES",81
228,"IMPLIES",82
227,"INCLUDES",227
228,"INCLUDES",228
229,"INCLUDES",229
230,"INCLUDES",230
231,"INCLUDES",231
232,"INCLUDES",232
233,"INCLUDES",233
234,"INCLUDES",234
235,"INCLUDES",235
236,"INCLUDES",236
237,"INCLUDES",237
238,"MEASURED_BY",239
233,"PRODUCES",245
235,"PRODUCES",247
236,"PRODUCES",248
237,"PRODUCES",249
227,"PRODUCES",252
228,"PRODUCES",253
254,"PROFESSOR",255
254,"USADO_EM",256
155,"PARTICIPA",257
257,"DESENVOLVIDO_POR",258
259,"VERIFICA",260
261,"BASEA_SEM",263
261,"INCLUIR",262
147,"RELACIONA",263
264,"PODER",265
266,"REQUERER",155
267,"IMPOR",155
269,"INCLUDES",270
270,"REQUIRED",271
272,"FEATURES",273
272,"INCLUDES",274
272,"INCLUDES",275
5,"CONCERNS",276
276,"IF",277
277,"REQUIRED",278
277,"REQUIRES",279
5,"CONCERNS",281
282,"INTERVENES",283
282,"INTERVENES",284
282,"INTERVENES",22
285,"INVOLVES",286
286,"MANNER",287
286,"REQUIRES",288
286,"REQUIRES",289
290,"BASE",291
291,"UTILIZES",292
292,"DETERMINES",293
293,"COMPUTES",294
293,"COMPUTES",295
294,"EVALUATES",296
304,"INCLUDES",305
304,"INCLUDES",306
304,"INCLUDES",307
308,"RECEIVES",309
310,"AFFECTS",311
311,"AFFECTS",312
311,"AFFECTS",313
313,"INCLUDES",314
314,"INVOLVES",315
310,"INCLUDES",317
317,"INVOLVES",318
317,"INVOLVES",319
310,"INCLUDES",320
320,"INVOLVES",321
320,"INVOLVES",322
320,"INVOLVES",323
320,"INVOLVES",324
320,"INVOLVES",325
310,"AFFECTS",326
310,"AFFECTS",327
310,"AFFECTS",328
328,"INCREASES",329
328,"INCREASES",330
328,"INCREASES",331
328,"INCREASES",332
334,"INCLUDES",333
334,"IMPROVES",257
335,"REFERENCES",336
257,"APPLIES_TO",310
22,"ASSOCIATED_WITH",155
337,"ADMINISTERS",339
338,"SUPERVISES",339
342,"SUBMITTED",288
342,"SUBMITTED",343
257,"BASED_ON",288
257,"BASED_ON",343
344,"REGARDING",257
344,"PUBLISHED_IN",345
344,"PUBLISHED_IN",347
344,"PUBLISHED_IN",348
349,"PROFESSOR",351
352,"CONFRONT",353
354,"INCLUDES",379
22,"RELATES",357
357,"REQUIRES",359
359,"IDENTIFIES",360
359,"DIAGNOSES",361
359,"JUSTIFIES",362
366,"DEMONSTRATES",367
366,"DEMONSTRATES",368
366,"DEMONSTRATES",369
370,"RELATES",371
372,"SUPPORTS",373
373,"REQUIRES",374
375,"INCLUDES",379
379,"INCLUDES",376
377,"PART_OF",376
14,"REFERENCES",381
381,"DEMONSTRATES",382
382,"REQUIRES",383
383,"RELATION",384
387,"CERTIFIES",385
387,"CERTIFIES",386
219,"EMPLOYS",218
218,"ORGANIZED_BY",390
218,"HAS",208
218,"RECEIVES",391
218,"RECEIVES",210
218,"RECEIVES",392
218,"CONTRIBUTES",393
394,"LINKS",395
394,"LINKS",396
394,"LINKS",397
394,"LINKS",157
394,"LINKS",398
394,"REFERENCES",14
