node_id,node_attr,node_type
144,"Market Differentiation","Concept"
145,"Funding Opportunity","Concept"
146,"Advanced Methodologies","Concept"
147,"Gans","Concept"
148,"Adv-Icl","Concept"
149,"Personalized Service","Concept"
150,"Market Solutions","Concept"
151,"Intelligent Platform","Concept"
152,"User Profile","Concept"
153,"Application Content","Concept"
154,"Interface","Concept"
155,"Customer Retention","Concept"
156,"Application Experience","Concept"
157,"Proposal Structuring","Concept"
158,"Funding Approval","Concept"
159,"Business Proposition","Concept"
160,"Monetization Model","Concept"
161,"Subscription Strategy","Concept"
162,"Market Needs","Concept"
163,"Target Audiences","Concept"
164,"Portugal","Location"
165,"Company Network","Person"
166,"Clients","Person"
167,"European Funding","Geographiccriterion"
168,"Digital Tools","Geographiccriterion"
169,"Innovative Digital Tools","Geographiccriterion"
170,"Software Development","Person"
171,"Proprietary Methodologies","Person"
172,"Algorithms","Person"
173,"Brand Awareness","Person"
174,"Strategic Investment","Person"
175,"Sustainable Growth","Person"
176,"Technological Differentiation","Person"
177,"User-Centered Approach","Person"
178,"International Market","Geographiccriterion"
179,"Intellectual Property","Person"
180,"Innovation Ecosystem","Person"
181,"Assets","Person"
182,"Competitors","Person"
183,"European Funding Consultancy Landscape","Person"
184,"Digital Economy","Geographiccriterion"
185,"Innovation","Person"
186,"Digital Solution","Concept"
187,"Ai Methodologies","Concept"
188,"Scalability","Concept"
189,"Modular Architecture","Concept"
190,"Databases","Concept"
191,"Markets (Spain, Italy, Usa)","Concept"
192,"Business Model","Concept"
193,"Annual Subscription Strategy","Concept"
194,"Customer Segments","Concept"
195,"Customer Base","Concept"
196,"Product Growth","Concept"
197,"Public Funding Sector","Concept"
198,"Investment Table","Concept"
199,"Costs With Human Resources","Concept"
200,"New Hires","Concept"
201,"Technological Accreditation","Concept"
202,"Certifications","Concept"
203,"Ai Courses","Concept"
204,"Grant Application Courses","Concept"
205,"External Services","Concept"
206,"Legal Advice","Concept"
207,"Security Audits","Concept"
208,"Equipment Acquisition","Concept"
209,"Planned Acquisitions","Opportunity"
210,"Expenses With Personal Computers For New Hires","Grant"
211,"Software Subscriptions For Project Development","Grant"
212,"Expenses With Intellectual Property Protection","Grant"
213,"Intellectual Property Rights","Grant"
214,"Software Being Developed","Opportunity"
215,"Patent-Related Expenses","Grant"
216,"Legal Fees And Advice For Intellectual Property","Grant"

src,edge_attr,dst,is_chunk_relation
1,"PROFESSOR",2,0
2,"APPLIED_TO",3,0
2,"DEVELOPS",4,0
4,"USED_FOR",5,0
4,"INTEGRATES",6,0
7,"COMPLEMENTS",8,0
2,"IMPROVES",10,0
2,"DRIVES",11,0
12,"ADAPTS_TO",2,0
13,"AUTOMATES",2,0
14,"ALIGNS_WITH",2,0
15,"HAS",2,0
1,"DEVELOPS",4,0
4,"OPTIMIZES",80,0
1,"PROFESSOR",4,0
4,"USEDBY",16,0
4,"USEDBY",17,0
4,"FACILITATESACCESS",18,0
4,"TARGETS",19,0
4,"ADAPTSTO",20,0
4,"ADAPTSTO",21,0
4,"IMPACT",22,0
4,"ADAPTSTO",23,0
4,"ADAPTSTO",24,0
4,"ADAPTSTO",25,0
4,"CONNECTSTO",26,0
4,"ENTERMARKET",27,0
4,"ENTERMARKET",28,0
4,"ENTERMARKET",29,0
4,"CONTRIBUTESTO",30,0
30,"RELATEDTO",31,0
30,"RELATEDTO",32,0
33,"POSITIVELYIMPACTS",30,0
34,"AFFECTEDBY",30,0
1,"STARTEDOPERATIONS",36,0
1,"HAS",37,0
1,"HAS",38,0
1,"HAS",39,0
1,"HAS",40,0
40,"FUNDEDBY",41,0
1,"HAS",42,0
1,"PURSUES",43,0
43,"RECOGNIZEDBY",44,0
45,"USES",21,0
46,"DEVELOPED_WITH",47,0
4,"TARGETS",59,0
45,"EXPANDS_IN",12,0
45,"GENERATES",61,0
62,"ENABLED_IN",12,0
63,"ADAPTED_TO",12,0
45,"STRENGTHENS",51,0
45,"PRODUCES",9,0
52,"CONTRIBUTES_TO",55,0
53,"ADDS",55,0
54,"INCREASES",55,0
55,"DRIVES",56,0
57,"SERVES",58,0
59,"FOCUSES_ON",58,0
60,"DIVERSIFIES",12,0
12,"INCREASES",61,0
61,"ENABLED_BY",62,0
12,"REQUIRES",63,0
12,"REQUIRES",64,0
12,"REQUIRES",65,0
45,"ENABLED_BY",66,0
67,"SUPPORTS",68,0
67,"FURTHERS",69,0
67,"HELPS",70,0
71,"FACILITATES",58,0
45,"LEVERAGES",72,0
45,"SEEKING",73,0
1,"PRODUCES",74,0
74,"DEVELOPS",46,0
46,"INCLUDES",76,0
76,"COMBINES",77,0
4,"COVERS",80,0
80,"IDENTIFIES",81,0
80,"ANALYZES",82,0
80,"DRAFTS",83,0
80,"EVALUATES",84,0
80,"AUTOMATES",85,0
80,"MANAGES",86,0
1,"ADDRESSES",88,0
88,"ADDRESS",87,0
1,"AID",16,0
1,"AID",17,0
1,"HELPS",89,0
90,"ALIGN",89,0
12,"INCLUDES",91,0
91,"INCLUDES",27,0
91,"INCLUDES",28,0
91,"INCLUDES",29,0
192,"BASED_ON",92,0
93,"HASFOREIGNKEY",94,0
94,"ACCESS_FOR",95,0
94,"ACCESS_FOR",96,0
93,"USED_BY",95,0
93,"USED_BY",96,0
1,"PROMOTES",99,0
1,"CONTRIBUTES",98,0
1,"COMBINES",100,0
1,"COMBINES",101,0
1,"COMBINES",102,0
1,"PROMOTES",103,0
1,"PROMOTES",104,0
1,"SPREADS",105,0
1,"INDIRECTLY_PROMOTES",106,0
1,"INDIRECTLY_PROMOTES",107,0
108,"RELATED_TO",31,0
108,"RELATED_TO",109,0
108,"RELATED_TO",32,0
1,"PROMOTES",110,0
1,"PROMOTES",111,0
4,"REPRESENTS",45,0
4,"REDEFINES",112,0
45,"OPERATES_IN",89,0
45,"LEADS",113,0
1,"HASTEAM",114,0
115,"FOUNDER",1,0
115,"LEADS",74,0
115,"WASPARTOF",116,0
115,"FOUNDED",117,0
115,"FOUNDED",118,0
115,"FOUNDED",119,0
74,"INCLUDES",120,0
120,"FUNDEDBY",21,0
120,"REQUIRES",100,0
120,"REQUIRES",121,0
120,"REQUIRES",122,0
120,"REQUIRES",123,0
120,"REQUIRES",124,0
115,"RESPONSIBLEFOR",74,0
115,"POSITIONS",105,0
125,"PROFESSOR",1,0
125,"WORKS_AT",126,0
125,"WORKS_AT",127,0
129,"RESPONSIBLE_FOR",4,0
130,"WORKS_AT",131,0
130,"WORKS_AT",132,0
130,"TARGET_MARKET",22,0
1,"HAS_TEAM",51,0
1,"RELATESTO",100,0
1,"RELATESTO",134,0
51,"RELATESTO",74,0
51,"RELATESTO",136,0
74,"RELATESTO",135,0
136,"RELATESTO",137,0
138,"RELATESTO",51,0
138,"RELATESTO",139,0
140,"ENABLES",4,0
4,"SUPPORTS",45,0
140,"ENSURES",141,0
141,"CONTRIBUTESTO",142,0
74,"AFFECTS",143,0
74,"CONTRIBUTESTO",144,0
143,"INFLUENCES",144,0
1,"PROPOSES",74,0
45,"PART_OF",1,0
74,"IMPACTS",107,0
74,"INCLUDES",4,0
4,"AFFECTS",80,0
80,"TARGETS",145,0
146,"INCLUDES",147,0
146,"INCLUDES",148,0
149,"TAILORS",152,0
150,"COMPETES_WITH",45,0
150,"COMPETES_WITH",151,0
152,"INFORMS",153,0
153,"ALIGN_WITH",145,0
154,"SUPPORTS",80,0
155,"IMPROVES",156,0
156,"ENHANCES",157,0
89,"AFFECTS",158,0
100,"ENABLED_BY",74,0
159,"DEVELOPS",160,0
160,"BASED_ON",161,0
162,"INFORMS",163,0
45,"USES",165,0
45,"SERVES",166,0
45,"CONSOLIDATES_IN",164,0
45,"EXPANDS_IN",27,0
45,"EXPANDS_IN",28,0
45,"EXPANDS_IN",29,0
1,"OPERATES_IN",167,0
1,"USES",168,0
1,"ADOPTS",169,0
4,"DEVELOPS",170,0
170,"INCLUDES",171,0
170,"INCLUDES",172,0
45,"OPERATES_IN",22,0
45,"AIMS_TO_INCREASE",173,0
45,"SEEKS",174,0
45,"AIMS_FOR",175,0
176,"DIFFERENTIATES",45,0
177,"ADOPTED_BY",45,0
178,"EXPANDS_INTO",45,0
179,"PROTECTS",181,0
179,"STRENGTHENS",180,0
181,"VALUED_AS",45,0
182,"COMPETES_WITH",45,0
183,"TRANSFORMS",45,0
184,"ALIGNS_WITH",45,0
185,"DRIVES",45,0
1,"PRODUCES",4,0
4,"IS_A",186,0
186,"USES",187,0
187,"INCLUDES",7,0
187,"INCLUDES",8,0
80,"TARGETS",21,0
186,"ENSURES",188,0
186,"FEATURES",189,0
186,"TARGETS",91,0
186,"OPERATES_IN",63,0
186,"INTEGRATES",64,0
186,"CONNECTS",190,0
186,"EXPANDS",191,0
192,"BASED_ON",193,0
192,"SERVES",194,0
192,"EXPANDS",195,0
192,"DRIVES",196,0
198,"DETAILS",199,0
199,"INCLUDES",200,0
199,"INCLUDES",201,0
201,"REQUIRES",202,0
202,"INCLUDES",203,0
202,"INCLUDES",204,0
205,"PROVIDED",206,0
205,"PROVIDED",207,0
209,"RELATESTO",210,0
209,"RELATESTO",211,0
212,"RELATESTO",215,0
212,"RELATESTO",216,0
214,"RELATESTO",213,0
213,"RELATESTO",215,0
