node_id,node_attr
97,"Grant: Qualificação Da Gestão"
98,"Grant: Ações De Formação Em Gestão Empresarial"
99,"Grant: Investimentos Em Condições De Trabalho"
100,"Grant: Eficiência No Uso De Recursos"
101,"Grant: Investimentos Em Reutilização De Desperdícios"
102,"Grant: Investimentos Na Redução Dos Impactos Ambientais"
103,"Grant: Investimentos Na Eficiência No Uso De Recursos Naturais Ou Na Redução Da Poluição"
104,"Grant: Digitalização Do Processo Produtivo"
105,"Grant: Investimentos Em Digitalização Em Outras Áreas Da Empresa"
106,"Grant: Descarbonização"
107,"Grant: Investimentos Para A Descarbonização"
108,"Grant: Investimentos Em Fontes De Energia Renovável (Ex. Painéis Solares)"
109,"Grant: Reforço Da Segurança Alimentar"
110,"Grant: Aumento Da Capacidade De Produção Em 20% Ou Mais"
111,"Grant: Aumento Da Capacidade De Produção Entre 10%E 20%"
112,"Grant: Impacto Em Outras Pme Do Setor Da Pesca"
113,"Grant: Valorização De Produtos Da Pesca De Baixo Valor Comercial"
114,"Grant: Valorização De Produtos Da Aquicultura"
115,"Grant: Dinamização Das Exportações"
116,"Grant: Produção Global Destinada À Exportação Em 40% Ou Mais"
117,"Grant: Produção Global Destinada À Exportação Entre 10% E 40%"
118,"Grant: Diversificação Dos Mercados Internacionais De Destino"
119,"Geographiccriterion: Portugal"
120,"Geographiccriterion: Maindestinationcountries"
121,"Geographiccriterion: Newinternationalmarket"
122,"Provenanceinfo: Applicationevaluationcriteria"
123,"Provenanceinfo: Fundingdecisionprocess"
124,"Provenanceinfo: Deadlineforapplications"
125,"Provenanceinfo: Applicationevaluationphases"
126,"Databasetable: Balanços"
127,"Databasetable: Demonstrações De Resultados"
128,"Grantercompany: Entidade Beneficiária"
129,"Grant: Regulamento Feampa"
130,"Grant: Regulamento Das Disposições Comuns (Rdc)"

src,edge_attr,dst
4,"PROFESSOR",5
7,"RELATED_TO",4
38,"PRODUCES",39
38,"RELATES_TO",40
41,"INCLUDED_IN",42
41,"INCLUDED_IN",43
41,"INCLUDED_IN",44
41,"INCLUDED_IN",45
53,"PROFESSOR",54
55,"DEFINITION",55
56,"REFERS_TO",58
57,"REFERS_TO",59
57,"REFERS_TO",60
65,"INCLUDES_LIMITED_AMOUNT",66
67,"INCLUDES_LIMITED_AMOUNT",68
71,"INCLUDE_PAYMENT_METHODS",72
71,"INCLUDE_PAYMENT_METHODS",73
71,"INCLUDE_PAYMENT_METHODS",74
75,"CONDITION_FOR",76
79,"PROFESSOR",90
80,"PROFESSOR",90
81,"PROFESSOR",90
82,"PROFESSOR",90
83,"PROFESSOR",90
84,"PROFESSOR",90
85,"PROFESSOR",90
86,"PROFESSOR",90
87,"PROFESSOR",90
7,"APOIO",93
93,"INCLUI",94
93,"INCLUI",95
93,"INCLUI",96
93,"INCLUI",97
97,"INCLUI",98
93,"INCLUI",99
93,"INCLUI",100
100,"INCLUI",101
100,"INCLUI",102
100,"INCLUI",103
93,"INCLUI",104
104,"INCLUI",105
93,"INCLUI",106
106,"INCLUI",107
106,"INCLUI",108
93,"INCLUI",109
109,"INCLUI",110
109,"INCLUI",111
93,"INCLUI",112
112,"INCLUI",113
112,"INCLUI",114
112,"INCLUI",115
112,"INCLUI",118
119,"DIVERSIFICATION",120
119,"DIVERSIFICATION",121
7,"COMPLIES_WITH",129
