node_id,node_attr,node_type
19,"Chunk_1: 'Justification of Objectives\n(limit 2000)\n\nGranter.ai's mission is to democratize and facilitate access to public funding. The presented\nproject involves the creation of an AI Agent to be used by specialists and businesses in\npreparing applications for funding opportunities. The AI Agent will incorporate highly\nsophisticated methodologies, including Generative Adversarial Networks (GANs) and\nAdversarial In-Context Learning (Adv-ICL), applied to the generation of specialized content.\nIts development involves an intensive process of applied research, with a strong focus on\nexperimentation, fine-tuning, and validation of linguistic models adapted to the specific\ndomain of public policies and public funds, aiming to create a new tool with direct impact on\nthe market.\nThe scalability of the solution is ensured by its modular structure, which will allow rapid\nadaptation to different national contexts. The final product is expected to be easily adapted\nto any market, language, or legal context. The digital nature of the AI Agent and its\ninfrastructure, which is expected to be highly adaptable, will allow the tool to easily adapt to\nany market by simply connecting to a database containing all relevant information. With the\nlaunch of this tool, Granter expects to enter markets like Spain, Italy, and the USA by the end\nof 2025, where the demand for public funding solutions is high.\nAdditionally, Granter.ai believes the AI Agent will have a significant indirect contribution to\nthe climate transition: by facilitating access to funding programs related to sustainability and\nthe green economy, it will boost business initiatives with a positive environmental impact.\nThus, this project represents a highly differentiated technological solution capable of\ngenerating impact in the economic ecosystem, both nationally and internationally.\n\nJustification for the Typology\n(limit 5000)\n\nTypology to be selected \u2013 Support for Startup or Growth\nGranter.ai is in an early stage of accelerated growth, which clearly justifies the project's\nclassification under \'Support for Startup or Growth.\' Having started operations in December\n2024, Granter.ai has already shown consistent signs of traction and scalability potential, with\na base of over 2,500 registered companies, more than 150 submitted applications, and a total\nvolume of over 20 million euros in funded projects. Additionally, the company raised\n400,000\u20ac in investment rounds and reports sustained quarterly growth of 45%. These\nindicators reflect a business model with strong market acceptance and clear expansion phase.\nAs part of its growth process, Granter.ai is currently developing the process for obtaining\nrecognition of competence by ANI, demonstrating the company's desire to be recognized as\na competent entity for R&D activities in its field.'","TextChunk"
20,"Specialists","Person"
21,"Public Funding","Concept"
22,"Funding Opportunities","Concept"
23,"Linguistic Models","Concept"
24,"Public Policies","Concept"
25,"Public Funds","Concept"
26,"Market","Concept"
27,"National Contexts","Concept"
28,"Market Adaptation","Concept"
29,"Database","Concept"
30,"Spain","Location"
31,"Italy","Location"
32,"Usa","Location"
33,"Climate Transition","Concept"
34,"Sustainability","Concept"
35,"Green Economy","Concept"
36,"Business Initiatives","Concept"
37,"Economic Ecosystem","Concept"
38,"Typology Support For Startup Or Growth","Concept"
39,"December 2024","Date"
40,"Registered Companies","Concept"
41,"Applications Submitted","Concept"
42,"Funded Projects","Concept"
43,"Investment Rounds","Concept"
44,"€400,000","Amount"
45,"Quarterly Growth","Concept"
46,"Recognition Of Competence","Concept"
47,"Ani","Organization"
48,"Chunk_2: 'The proposed project is unequivocally aligned with the company's growth support, as it aims\nto develop and consolidate an innovative digital product with a strong technological\nfoundation: an AI Agent for use by businesses in identifying and preparing applications for\npublic funds. This new product represents a qualitative leap in Granter.ai's value proposition\nand is critical to strengthening its competitive position in both the national and international\nmarkets, such as Spain, Italy, and the USA.\nThis project will be entirely developed with internal company resources, with plans to further\nstrengthen the team with a highly qualified new member. Developing the tool internally\ndemonstrates the company's commitment to producing proprietary software. Its\nimplementation requires the mobilization of advanced technical knowledge, with a strong\ncomponent of applied research and experimental development. The use of methodologies\nsuch as Generative Adversarial Networks (GANs) and Adversarial In-Context Learning (AdvICL) adds significant technological complexity to the project. This technological effort is\naimed at creating a robust, intuitive, and highly effective solution that meets the specific\nneeds of users.\nThe nature of the project - focused on the development of a digital solution with the potential\nto transform the sector - aligns with the company's growth objectives. The creation of the AI\nAgent will allow Granter.ai to consolidate its position in the public funding application sector\nand diversify its service offering, increasing its responsiveness to new markets and\ngenerating new revenue streams through a scalable licensing model. It is expected to be\navailable in different languages and adapted to the legal and operational frameworks of other\ncountries, which reinforces its replicability and the solution's internationalization potential.\nThe choice of the \'Support for Startup or Growth\' typology is even more relevant considering\nthat this product will be the strategic engine for the company's future growth. It is a central\nelement in Granter.ai's medium- and long-term vision, and it is also essential for fulfilling the\ncompany's mission, which is to democratize and facilitate access to public funding\nopportunities. This project is not just another tool - it is the catalyst for a new phase of\nexpansion, enabling the leveraging of already developed competencies and opening the door\nfor new applications and partnerships.\nTherefore, the \'Support for Startup or Growth\' typology is considered the best fit to reflect\nthe nature, objectives, and ambition of this project, being the necessary lever to consolidate\nGranter.ai's competitive position and accelerate its sustainable and innovative growth\ntrajectory.\n\n\fRelevance of the Project to the Measure\u2019s Objectives by Presenting an\nInnovative Business Model, Product, or Service with String Digital or\nTechnological Components and Scalability Potential\n(limit 5000)'","TextChunk"
49,"Project","Person"
50,"Company","Person"
51,"Digital Product","Person"
52,"Company Resources","Person"
53,"Team","Person"
54,"New Member","Person"
55,"Technical Knowledge","Person"
56,"Research","Person"
57,"Development","Person"
58,"Methodologies","Person"
59,"Gans","Person"
60,"Advicl","Person"
61,"Technological Complexity","Person"
62,"Solution","Person"
63,"Sector","Person"
64,"Public Funding Application Sector","Person"
65,"Service Offering","Person"
66,"Revenue Streams","Person"
67,"Licensing Model","Person"
68,"Languages","Person"
69,"Legal Frameworks","Person"
70,"Operational Frameworks","Person"
71,"Internationalization","Person"
72,"Support For Startup Or Growth","Person"
73,"Product","Person"
74,"Growth","Person"
75,"Medium-Term Vision","Person"
76,"Long-Term Vision","Person"
77,"Mission","Person"
78,"Public Funding Opportunities","Person"
79,"Tool","Person"
80,"Competencies","Person"
81,"Applications","Person"
82,"Partnerships","Person"
83,"Chunk_3: 'Granter.ai presents a project that fully meets the objectives of the measure by developing a\ndigital product with a strong technological component and high scalability potential. This is\nthe first AI Agent specifically designed to support businesses in identifying, planning,\nmonitoring, and submitting public funding applications. This solution represents a significant\nadvance in terms of innovation and digital transformation in the sector, characterized as a\nhighly specialized, technologically sophisticated, and unique product in the market.\nThe project proposes the creation of proprietary software, developed entirely with internal\nresources, which combines several AI-based functionalities, with an emphasis on the\nautomatic and personalized generation of applications. The design of this project was\nconceived to integrate the latest trends in artificial intelligence, adapting them to the concrete\npractice of public funding. The tool combines methodologies such as Generative Adversarial\nNetworks (GANs) and Adversarial In-Context Learning (Adv-ICL), allowing the generation of\noptimized content aligned with the specific criteria of each funding notice. This approach\nensures not only innovation in the final product but also in the development methodology,\nwith a clear emphasis on R&D and technological knowledge transfer to the market.\nThe functionalities of the AI Agent cover all stages of the application process: from identifying\nopportunities, analyzing eligibility, and drafting the application, to evaluating, automating\nsubmission, and managing projects after approval. This comprehensive approach provides\nthe tool with added value, with a direct impact on the efficiency and effectiveness of the\naccess to funding process.\nThe project's relevance is also evident in its ability to address a real and growing need in the\nbusiness ecosystem: effective access to public funding mechanisms. Through the automation\nand simplification of highly complex processes, Granter.ai's AI Agent will increase the\nproductivity of specialists and businesses, reduce errors and inefficiencies, and improve the\nsuccess rate of applications. At the same time, it introduces a strategic support logic, helping\nusers better align their projects with the objectives and priorities of the European Union,\nwhich will increase the structural quality of the submitted proposals.\nThis new product will be designed to respond to a variety of contexts and user profiles,\nincorporating a modular and scalable architecture that allows the solution to be easily\nadapted to different markets and languages. The very development logic aims at international\nreplicability, with identified markets such as Spain, Italy, and the USA for Granter.ai's initial\nexpansion. Scalability is also ensured by the proposed business model, based on an annual\nsubscription strategy somewhat similar to that used in SaaS (Software as a Service) business'","TextChunk"
84,"Software","Concept"
85,"Ai Functionalities","Concept"
86,"Generative Adversarial Networks (Gans)","Concept"
87,"Adversarial In-Context Learning (Adv-Icl)","Concept"
88,"Funding Notice","Concept"
89,"Application Process","Concept"
90,"Funding Mechanisms","Concept"
91,"European Union","Organization"
92,"Business Ecosystem","Concept"
93,"Initial Expansion Markets","Concept"
94,"Chunk_4: 'models, with different access levels depending on each individual or business needs.'","TextChunk"
95,"Models","Databasetable"
96,"Access Levels","Databasetable"
97,"Individual","Person"
98,"Business","Person"
99,"Chunk_5: 'Granter.ai's proposal also has a strategic dimension within the context of the digital transition\npromoted by the PRR. By providing businesses with a tool that combines artificial\nintelligence, automation, and usability, the project directly contributes to the \'Companies\n4.0\' measure's objectives, promoting business model modernization, technological\nempowerment of the business fabric, and the spread of intelligent digital solutions.\nAdditionally, it is expected that there will be a positive, albeit indirect, impact on promoting\neco-innovation and digital transformation: by facilitating access to funding in programs\nrelated to sustainability, efficiency, and the green economy, Granter.ai can enhance more\nsustainable business practices, promote eco-efficiency, and encourage the emergence of new\ntechnology-based business models.\nThe project's relevance is further reinforced by the strategic vision behind it. The AI Agent\nrepresents a new growth axis for the company, but also a differentiated value proposition for\nthe market, with the capacity to redefine efficiency and quality standards in public funding\nconsultancy. This project positions Granter.ai as a technology-driven, innovative company\ncapable of leading a paradigm shift, both in Portugal and across the European Union.\nThe presented project fully meets the objectives of the measure by proposing the\ndevelopment of a product with a solid technological foundation and high scalability potential.\nGranter.ai's proposal is a clear example of how digitalization and artificial intelligence can be\nstrategically applied to generate added value and accelerate the growth of tech startups.\n\nImplementation Capacity of the Beneficiaries through a Management\nTeam with Adequate Technological and Management Skills for Business\nModel Development\n(limit 5000)'","TextChunk"
100,"Prr","Person"
101,"Companies 4.0","Person"
102,"Portugal","Person"
103,"Business Model Modernization","Person"
104,"Technological Empowerment","Person"
105,"Digital Solutions","Person"
106,"Eco-Innovation","Person"
107,"Digital Transformation","Person"
108,"Funding Programs","Person"
109,"Efficiency","Person"
110,"Sustainable Business Practices","Person"
111,"Eco-Efficiency","Person"
112,"Technology-Based Business Models","Person"
113,"Growth Axis","Person"
114,"Public Funding Consultancy","Person"
115,"Product Development","Person"
116,"Technological Foundation","Person"
117,"Scalability Potential","Person"
118,"Digitalization","Person"
119,"Artificial Intelligence","Person"
120,"Tech Startups","Person"
121,"Management Team","Person"
122,"Chunk_6: 'Granter.ai brings together a highly qualified management team, with technical and\nmanagerial skills fully suitable for the development and implementation of the proposed\nproject. The execution of this project \u2013 the development of an AI Agent in the context of public\nfunds \u2013 requires a wide range of capabilities in artificial intelligence, software engineering,\nstrategic leadership, product management, and commercial expansion. The founding team of\nGranter.ai ensures the presence of all these skills, with roles clearly distributed and aligned\nwith the project's objectives.\nThe project leadership is under the responsibility of Duarte Gomes, CEO and founder of the\ncompany, who brings a solid experience in business creation and scalability. He was part of\nthe initial Uber Eats team in Portugal and founded three startups, accumulating over eight\nyears of experience in B2B sales and team management. His role in this project focuses on\ndefining the overall strategy, managing operations, and leading the international growth of\nthe solution. His practical experience with clients and positioning complex digital solutions\nin the market ensures the commercial and strategic direction of the project.'","TextChunk"
123,"Duarte Gomes","Person"
124,"Uber Eats Team In Portugal","Organization"
125,"Three Startups","Organization"
126,"Business Creation And Scalability","Concept"
127,"Software Engineering","Concept"
128,"Strategic Leadership","Concept"
129,"Product Management","Concept"
130,"Commercial Expansion","Concept"
131,"Ai Agent Project","Project"
132,"Technical Skills","Concept"
133,"Managerial Skills","Concept"
134,"Project Development And Implementation","Concept"
135,"Project Objectives","Concept"
136,"Project Leadership","Person"
137,"Business Creation Experience","Concept"
138,"Scalability Experience","Concept"
139,"Initial Uber Eats Team In Portugal","Organization"
140,"Startups Founded","Organization"
141,"B2B Sales Experience","Concept"
142,"Team Management Experience","Concept"
143,"Overall Strategy","Concept"
144,"Operations Management","Concept"
145,"International Growth","Concept"
146,"Digital Solutions Positioning","Concept"
147,"Chunk_7: 'The technological aspect is led by Joel Rodrigues, co-founder and CTO of Granter.ai, with more\nthan a decade of experience as Chief Technology Officer in various startups and scale-ups. He\nwas also Head of Incubation at Demium in Portugal and CTO of GoParity, accumulating\nexpertise in team management, system architecture, and digital product development. Within\nthis project, Joel Rodrigues will be responsible for the technical planning and execution of the\nsolution, leading the technological definition, the selection of AI approaches to be adopted\n(including GANs and Adv-ICL), and overseeing the development of the proprietary software.\nComplementing the operational management structure, Luis Batista, Head of Operations,\nplays a key role in improving the technical output obtained through the AI Agent. With four\nyears of experience in management and operational leadership, including working with\nmultinational companies across three continents, Luis Batista will be responsible for the\ntechnical execution of the project, as well as building and validating the different databases\nrequired. His previous experience as an international expansion consultant is an important\nasset for ensuring an efficient and results-oriented implementation.\nOn the technical side, the project also includes Ricardo Moreira, Tech Lead at Granter.ai. With\nfour years of experience in software development, he was previously CTO of an HR Tech\nstartup and worked at Siemens in networking and cybersecurity. Ricardo will be responsible\nfor the practical implementation of the AI Agent's features, the integration of AI models, and\napplying best practices for secure and scalable development. His experience in complex\nbusiness environments adds robustness to the project.\nFinally, the go-to-market and commercialization component will be led by Rodrigo Mendes,\nHead of Sales, with over seven years of experience in sales and strategic marketing. His\nprofessional experience includes companies like Otovo and Too Good To Go, and his role in\nthe project will be to ensure market penetration both nationally and internationally, leading\nuser acquisition strategies and defining licensing packages. His experience in communicating\ntechnological value propositions to different market segments is essential for ensuring the\nproject's commercial success.\nThis team combines technical know-how with a deep understanding of digital markets,\nallowing Granter.ai to internally gather all the necessary skills for the project's execution. The\nteam is agile, multidisciplinary, and highly motivated, with a proven track record of effective\ncollaboration and achieving ambitious goals in short periods. The existence of a core team\nwith proven experience in creating and implementing digital products provides a solid\nfoundation for the execution of the project.\nAdditionally, the project will be strengthened with the hiring of a front-end developer'","TextChunk"
148,"Joel Rodrigues","Person"
149,"Demium","Person"
150,"Goparity","Person"
151,"Luis Batista","Person"
152,"Ricardo Moreira","Person"
153,"Rodrigo Mendes","Person"
154,"Otovo","Person"
155,"Too Good To Go","Person"
156,"Front-End Developer","Person"
157,"Ai Approaches","Concept"
158,"Adv-Icl","Concept"
159,"Team Management","Concept"
160,"System Architecture","Concept"
161,"Digital Product Development","Concept"
162,"Market Penetration","Concept"
163,"User Acquisition Strategies","Concept"
164,"Licensing Packages","Concept"
165,"Digital Markets","Concept"
166,"Chunk_8: 'specializing in artificial intelligence, who will be crucial for creating the tool, ensuring it\nremains intuitive. This hire is essential to ensure the project's technical demands are met.\nIn summary, Granter.ai's team is fully aligned with the project's requirements, both at the\nstrategic leadership level and in technical and commercial execution. The complementarity\nbetween the team members, combined with their previous experience and demonstrated'","TextChunk"
167,"Tool Creation","Opportunity"
168,"Technical Demands","Geographiccriterion"
169,"Technical Execution","Person"
170,"Commercial Execution","Person"
171,"Team Members","Person"
172,"Chunk_9: 'execution capacity, ensures the AI Agent's successful implementation, making a meaningful\ncontribution to the measure's objectives and the company's sustainable growth.\n\nImpact of the Project on the Competitiveness of the Beneficiaries through\nthe Project\u2019s Contribution to Differentiation in the Market\n(limit 5000)'","TextChunk"
173,"Execution Capacity","Concept"
174,"Measure'S Objectives","Concept"
175,"Company'S Sustainable Growth","Concept"
176,"Beneficiaries","Entity"
177,"Market Differentiation","Concept"
178,"Chunk_10: 'The project presented by Granter.ai will have a profound impact on its competitiveness,\ngiving it a differentiating position in the market for technological solutions applied to\nconsultancy. By creating an AI Agent dedicated to preparing applications for community\nfunds, the company places itself at the forefront of digital transformation in the sector,\noffering a technologically robust and highly practical solution.\nGranter.ai's differentiation from the competition lies in the unique value proposition of the\nproject: providing an intelligent digital tool capable of automating and optimizing every stage\nof the application process, from identifying the opportunity to final submission. This end-toend approach, combined with the application of advanced methodologies such as GANs and\nAdv-ICL, enables the provision of an unparalleled, highly personalized service, with\nsignificant time, efficiency, and quality gains.\nWhile most solutions currently available in the market are limited to providing databases or\ngeneric application models, Granter.ai's tool will position itself as an intelligent and\ninteractive platform, capable of understanding the profile and objectives of each user and\ngenerating optimized content aligned with the specific requirements of each funding\nopportunity. This dynamic adaptability, combined with an intuitive and functional interface,\ncreates a clear differentiating factor that increases customer retention and satisfaction.\nThe project's impact also extends to the experience of end-users, who will have access to a\nsolution that simplifies complex processes and enhances the strategic quality of the\napplications submitted. The tool will support users in structuring their proposals, promoting\nalignment with the European Union's goals and objectives, which will, in turn, increase the\nchances of approval and funding. This strategic support capability, powered by artificial\nintelligence, positions Granter.ai as a key partner in the success of its clients.\nThe technological innovation embedded in the tool also translates into a new business\nproposition for the company. The monetization model proposed is based on an annual\nsubscription strategy, with different levels of access depending on the needs of each user.\nThis model ensures the project's financial sustainability and scalability, allowing Granter.ai\nto adapt the offering to the needs of different markets and target audiences.\nThe company's commercial strategy includes, initially, consolidating its presence in Portugal,\nleveraging the network of over 2,500 companies already registered on Granter.ai's old\nplatform, and rapidly expanding into Spain, Italy, and the USA. These countries have been'","TextChunk"
179,"Funding Opportunity","Concept"
180,"Technological Solutions","Concept"
181,"Personalized Service","Concept"
182,"Application Models","Concept"
183,"Interactive Platform","Concept"
184,"User Profile","Concept"
185,"Application Content","Concept"
186,"Funding Approval","Concept"
187,"Subscription Model","Concept"
188,"Market Expansion","Concept"
189,"Chunk_11: 'identified based on their high demand for public funding and the existence of favorable\nregulatory contexts for the adoption of innovative digital tools. The AI Agent's ability to\noperate in different languages and adapt to various legal frameworks enhances its\ncompetitive and internationalization potential.\nStrategically, the project will allow Granter.ai to develop a scalable digital product with\nmarket leadership potential. This new positioning will enable the company to attract new\ncustomer profiles, strengthen brand awareness, and attract strategic investment,\nconsolidating the company's sustainable growth. Technological differentiation, combined\nwith a user-centered approach and an international market logic, constitutes a key factor in\nbuilding lasting competitive advantages.\nIt is also important to highlight the intellectual property component associated with the\nsoftware development \u2013 including the protection of proprietary methodologies and\nalgorithms \u2013 which strengthens the company's position in the innovation ecosystem,\nensuring the valuation of the assets created and their protection against potential\ncompetitors. This dimension of innovation protection is essential to ensure the competitive\nadvantage in the medium and long term.\nIn summary, the project's impact on Granter.ai's competitiveness will be manifold: it will\nenable the company to stand out technologically in its sector, offer a high-value-added\nproduct based on AI, access new markets through a scalable business model, and position\nitself as a leader in digital support for accessing European funding. Granter.ai believes the\nproject will lead to a revolution in the European funding consultancy landscape, and\nGranter.ai will undoubtedly be the catalyst for this change. This project represents a\nstrengthening of the company's operational capacity and a strategic transformation of its\nmarket position, aligned with the goals of the digital economy and innovation.\n\nJustification \u2013 Number of Products or Services with Strong\nDigital/Technological Components with Scalability Potential (Fill Only if\nGeneral Allocation Typology Has Been Selected)\n(limit 2000)'","TextChunk"
190,"Software Development","Person"
191,"Intellectual Property","Person"
192,"Proprietary Methodologies","Person"
193,"Algorithms","Person"
194,"European Funding","Grant"
195,"European Funding Consultancy Landscape","Person"
196,"Strategic Investment","Grant"
197,"Brand Awareness","Person"
198,"Competitive Advantage","Person"
199,"Technological Differentiation","Person"
200,"User-Centered Approach","Person"
201,"International Market","Person"
202,"Sustainable Growth","Person"
203,"Innovation Ecosystem","Person"
204,"Assets","Person"
205,"European Funding Support","Grant"
206,"Chunk_12: 'Granter.ai's project proposes the development of a product \u2013 an Artificial Intelligence (AI)\nAgent for businesses \u2013 an innovative digital solution with a strong technological component,\ndesigned to automate and optimize the entire process of preparing applications for public\nfunds. This product is an end-to-end solution that integrates the latest AI methodologies, such\nas Generative Adversarial Networks (GANs) and Adversarial In-Context Learning (Adv-ICL),\nenabling the automatic generation of personalized content aligned with the specific\nrequirements of each funding opportunity.\nThe scalability of the product will be ensured by its modular and flexible architecture,\nallowing rapid adaptation to different international markets, built on a solid foundation using\nadvanced technology. The tool is designed to operate in multiple languages and integrate\n\n\fefficiently into the legal frameworks of each country by connecting to various databases, with\nthe goal of expanding into strategic markets such as Spain, Italy, and the USA.\nMoreover, the adopted business model \u2013 based on an annual subscription strategy \u2013 ensures\nthe product's financial scalability, allowing Granter.ai to adapt the offering based on the needs\nof different customer segments. This model enables continuous expansion of the customer\nbase and guarantees sustainable product growth, with high commercial success prospects.\nTherefore, Granter.ai's AI Agent will be a digital product with strong scalability potential, not\nonly in terms of customer base growth but also in its capacity to adapt to different markets\nand needs, offering a differentiated, high-value solution to specialists and businesses in the\npublic funding sector.\n\n\fTabela de Investimentos (AI Proposal)\nExpense category\n\nBudget allocated\n\nDetails\n\nAnswers\n\nCosts with Human\nResources\n\n20,000\u20ac\n\nNumber of new\nhires\n\nBased on\nGranter.ai's focus on\ninternal\ndevelopment and\ngiven the current\nteam composition,\nwe may anticipate\nthe hiring of 2-3\nnew software\ndevelopers to assist\nin this project.\n\nExpenses with\ntechnological\naccreditation of\nHuman Resources\n\n5,000\u20ac\n\nName of the\nplanned\ncertifications\n\nConsidering the\nproject's focus on AI\ntechnology and the\ncomplexity of grantwriting processes,\nwe propose to\ncertify the team in\nAdvanced AI\ncourses, and\npotentially in\nspecialized grant\napplication\nprocedure courses.\n\nExpenses with\nExternal Services\n\n4,000\u20ac\n\nTypes of external\nservices planned\n\nEven though\nGranter.ai is focused\non internal\ndevelopment, we\nanticipate the need\nfor some external\nservices. These\ncould include\nspecialized legal\nadvice related to\npatent application\nand external\nsecurity audits for\n\n\fthe developed\nsoftware.\nExpenses with the\nacquisition or\nrenting of\nequipment\n\n5,000\u20ac\n\nName of the\nplanned\nacquisitions'","TextChunk"
207,"Ai Methodologies","Concept"
208,"Public Funds Application Process","Concept"
209,"International Markets","Concept"
210,"Business Model","Concept"
211,"Annual Subscription Strategy","Concept"
212,"Customer Segments","Concept"
213,"Customer Base","Concept"
214,"Product Growth","Concept"
215,"Public Funding Sector","Sector"
216,"Software Developers","Person"
217,"Ai Courses","Course"
218,"Grantwriting Processes","Process"
219,"Certifications","Concept"
220,"External Services","Service"
221,"Legal Advice","Service"
222,"Security Audits","Service"
223,"Equipment","Equipment"
224,"Chunk_13: '5,000\u20ac\n\nName of the\nplanned\nacquisitions\n\nThis line includes\nexpenses with\npersonal computers\nfor the new hires\nand potential\nsoftware\nsubscriptions\nnecessary for the\nproject\ndevelopment, like\ncloud storage or\nspecialized AI\ndevelopment\ntools/subscriptions.\n\nExpenses with the\nprotection of\nintellectual\nproperty\n\n11,000\u20ac\n\nIntellectual\nproperty rights\n\nGiven the unique,\nproprietary nature\nof the software\nbeing developed, a\nlarge portion of the\nbudget will be\nallocated towards\npatent-related\nexpenses, legal fees\nand advice to\nensure the\nprotection of\nintellectual\nproperty.'","TextChunk"
225,"Planned Acquisitions","Opportunity"
226,"Expenses With Personal Computers","Grant"
227,"Expenses With Software Subscriptions","Grant"
228,"Expenses With Intellectual Property Protection","Grant"
229,"Intellectual Property Rights","Grant"
230,"Software Being Developed","Opportunity"
231,"Patent-Related Expenses","Grant"
232,"Legal Fees And Advice","Grant"
233,"Budget For Intellectual Property","Grant"

src,edge_attr,dst,is_chunk_relation
1,"CONTAINS_ENTITY",2,1
1,"CONTAINS_ENTITY",3,1
1,"CONTAINS_ENTITY",4,1
1,"CONTAINS_ENTITY",5,1
1,"CONTAINS_ENTITY",6,1
1,"CONTAINS_ENTITY",7,1
1,"CONTAINS_ENTITY",8,1
1,"CONTAINS_ENTITY",9,1
1,"CONTAINS_ENTITY",10,1
1,"CONTAINS_ENTITY",11,1
1,"CONTAINS_ENTITY",12,1
1,"CONTAINS_ENTITY",13,1
1,"CONTAINS_ENTITY",14,1
1,"CONTAINS_ENTITY",15,1
1,"CONTAINS_ENTITY",16,1
1,"CONTAINS_ENTITY",17,1
1,"CONTAINS_ENTITY",18,1
2,"PROFESSOR",3,0
3,"APPLIED_TO",4,0
5,"USED_BY",6,0
5,"PREPARES_FOR",7,0
5,"ASSISTS_IN",4,0
5,"INTEGRATES",8,0
9,"USED_IN",3,0
10,"USED_IN",3,0
11,"DEVELOPED_BY",3,0
11,"APPLIES",12,0
13,"IMPROVES",3,0
14,"DRIVES",3,0
15,"ADAPTS_TO",3,0
16,"AUTOMATES",3,0
17,"ALIGNS_WITH",3,0
18,"HAS",3,0
19,"CONTAINS_ENTITY",2,1
19,"CONTAINS_ENTITY",5,1
19,"CONTAINS_ENTITY",20,1
19,"CONTAINS_ENTITY",6,1
19,"CONTAINS_ENTITY",21,1
19,"CONTAINS_ENTITY",22,1
19,"CONTAINS_ENTITY",9,1
19,"CONTAINS_ENTITY",10,1
19,"CONTAINS_ENTITY",23,1
19,"CONTAINS_ENTITY",24,1
19,"CONTAINS_ENTITY",25,1
19,"CONTAINS_ENTITY",26,1
19,"CONTAINS_ENTITY",27,1
19,"CONTAINS_ENTITY",28,1
19,"CONTAINS_ENTITY",29,1
19,"CONTAINS_ENTITY",30,1
19,"CONTAINS_ENTITY",31,1
19,"CONTAINS_ENTITY",32,1
19,"CONTAINS_ENTITY",33,1
19,"CONTAINS_ENTITY",34,1
19,"CONTAINS_ENTITY",35,1
19,"CONTAINS_ENTITY",36,1
19,"CONTAINS_ENTITY",37,1
19,"CONTAINS_ENTITY",38,1
19,"CONTAINS_ENTITY",39,1
19,"CONTAINS_ENTITY",40,1
19,"CONTAINS_ENTITY",41,1
19,"CONTAINS_ENTITY",42,1
19,"CONTAINS_ENTITY",43,1
19,"CONTAINS_ENTITY",44,1
19,"CONTAINS_ENTITY",45,1
19,"CONTAINS_ENTITY",46,1
19,"CONTAINS_ENTITY",47,1
2,"PROFESSOR",5,0
5,"USEDBY",20,0
5,"USEDBY",6,0
5,"FACILITATES",21,0
5,"TARGETS",22,0
5,"ADAPTEDTO",24,0
5,"ADAPTEDTO",25,0
5,"IMPACT",26,0
5,"MARKETENTRY",26,0
5,"ENTERMARKET",30,0
5,"ENTERMARKET",31,0
5,"ENTERMARKET",32,0
5,"CONTRIBUTESTO",33,0
33,"RELATEDTO",34,0
33,"RELATEDTO",35,0
36,"RELATEDTO",35,0
2,"STARTEDOPERATION",39,0
2,"HAS",40,0
2,"HAS",41,0
2,"HAS",42,0
2,"RAISED",43,0
43,"FUNDEDBY",44,0
2,"REPORTS",45,0
2,"SEEKINGRECOGNITION",46,0
46,"RECOGNIZEDBY",47,0
48,"CONTAINS_ENTITY",49,1
48,"CONTAINS_ENTITY",50,1
48,"CONTAINS_ENTITY",51,1
48,"CONTAINS_ENTITY",5,1
48,"CONTAINS_ENTITY",6,1
48,"CONTAINS_ENTITY",25,1
48,"CONTAINS_ENTITY",2,1
48,"CONTAINS_ENTITY",15,1
